Reaction ID,Name,Equation,Lower Bound,Upper Bound
AKGt2rpp,2-oxoglutarate reversible transport via symport,akg_e + h_e <=> akg_c + h_c,-1000.0,1000.0
ALAabcpp,L-alanine transport via ABC system,ala__L_e + atp_c + h2o_c --> adp_c + ala__L_c + h_c + pi_c,0.0,1000.0
ALAALAabcpp,D-alanyl-D-alanine (DalaDala) transport via ABC system,alaala_e + atp_c + h2o_c --> adp_c + alaala_c + h_c + pi_c,0.0,1000.0
ALAALAtex,D-alanyl-D-alanine (DalaDala) transport via diffusion,alaala_e <=> alaala_c,-1000.0,1000.0
ALAtex,L-alanine transport via diffusion,ala__L_e <=> ala__L_c,-1000.0,1000.0
AMPtex,AMP transport via diffusion,amp_e <=> amp_c,-1000.0,1000.0
ARBabcpp,L-arabinose transport via ABC system,arab__L_e + atp_c + h2o_c --> adp_c + arab__L_c + h_c + pi_c,0.0,1000.0
ARBt3ipp,L-arabinose transport via proton antiport,arab__L_c + h_e --> arab__L_e + h_c,0.0,1000.0
ARBTptspp,arbutin transport via PEP:Pyr PTS,arbt_e + pep_c --> arbt6p_c + pyr_c,0.0,1000.0
ARGabcpp,L-arginine transport via ABC system,arg__L_e + atp_c + h2o_c --> adp_c + arg__L_c + h_c + pi_c,0.0,1000.0
ARGORNt7pp,arginine/ornithine antiporter,arg__L_e + orn_c <=> arg__L_c + orn_e,-1000.0,1000.0
ARGt3pp,L-arginine transport out via proton antiport,arg__L_c + h_e --> arg__L_e + h_c,0.0,1000.0
ASCBptspp,L-ascorbate transport via PEP:Pyr PTS,ascb__L_e + pep_c --> ascb6p_c + pyr_c,0.0,1000.0
ASNabcpp,L-asparagine transport via ABC system,asn__L_e + atp_c + h2o_c --> adp_c + asn__L_c + h_c + pi_c,0.0,1000.0
ASNt2rpp,L-asparagine reversible transport via proton symport,asn__L_e + h_e <=> asn__L_c + h_c,-1000.0,1000.0
ASPabcpp,L-aspartate transport via ABC system,asp__L_e + atp_c + h2o_c --> adp_c + asp__L_c + h_c + pi_c,0.0,1000.0
ASPt2pp,L-aspartate transport in via proton symport,asp__L_e + h_e --> asp__L_c + h_c,0.0,1000.0
ASPt2rpp,L-aspartate transport in via proton symport  reversible,asp__L_e + h_e --> asp__L_c + h_c,0.0,1000.0
BALAt2pp,beta-alanine transport in via proton symport,ala_B_e + h_e --> ala_B_c + h_c,0.0,1000.0
BALAtex,beta-alanine transport via diffusion,ala_B_e <=> ala_B_c,-1000.0,1000.0
BCCPE,biotin-carboxyl-carrier-protein:carbon-dioxide ligase (ADP-forming),atp_c + bccp_e + hco3_c <=> adp_c + btnco2_c + h_c + pi_c,-1000.0,1000.0
CGLYabcpp,L-Cysteinylglycine (Cys-Gly) transport via ABC system,atp_c + cgly_e + h2o_c --> adp_c + cgly_c + h_c + pi_c,0.0,1000.0
CGLYtex,L-Cysteinylglycine transport via diffusion,cgly_e <=> cgly_c,-1000.0,1000.0
CHTBSptspp,chitobiose transport via PEP:Pyr PTS,chtbs_e + pep_c --> chtbs6p_c + pyr_c,0.0,1000.0
CITt3pp,citrate transport out via proton antiport,cit_c + h_e --> cit_e + h_c,0.0,1000.0
CITt7pp,Citrate transport via succinate antiport,cit_e + succ_c --> cit_c + succ_e,0.0,1000.0
CITtex,citrate transport via diffusion,cit_e <=> cit_c,-1000.0,1000.0
CLt3_2pp,chloride transport out via proton antiport (2:1),2.0 cl_e --> 2.0 cl_c + h_c,0.0,1000.0
CRNabcpp,L-carnitine transport via ABC system,atp_c + crn_e + h2o_c --> adp_c + crn_c + h_c + pi_c,0.0,1000.0
CRNDabcpp,D-carnitine transport via ABC system,atp_c + crn__D_e + h2o_c --> adp_c + crn__D_c + h_c + pi_c,0.0,1000.0
CRNDt2rpp,D-carnitine outward transport (H+ antiport),crn__D_e + h_e <=> crn__D_c + h_c,-1000.0,1000.0
CRNt2rpp,L-carnitine outward transport (H+ antiport),crn_e + h_e <=> crn_c + h_c,-1000.0,1000.0
CRNt8pp,L-carnitine/D-carnitine antiporter,crn__D_c + crn_e --> crn__D_e + crn_c,0.0,1000.0
CTBTabcpp,crotonobetaine transport via ABC system,atp_c + ctbt_e + h2o_c --> adp_c + ctbt_c + h_c + pi_c,0.0,1000.0
CTBTt2rpp,cronobetaine outward transport (H+ antiport),ctbt_e + h_e <=> ctbt_c + h_c,-1000.0,1000.0
CUt3,copper transport out via proton antiport,cu_c + h_e --> cu_e + h_c,0.0,1000.0
CUtex,copper (Cu+1) transport via diffusion,cu_e <=> cu_c,-1000.0,1000.0
CYANtex,Cyanide transport via diffusion,cyan_e <=> cyan_c,-1000.0,1000.0
CYSabc2pp,L-cysteine export via ABC system,atp_c + cys__L_c + h2o_c --> adp_c + cys__L_e + h_c + pi_c,0.0,1000.0
CYSabcpp,L-cysteine uptake via ABC system,atp_c + cys__L_e + h2o_c --> adp_c + cys__L_c + h_c + pi_c,0.0,1000.0
CYStpp,L-cysteine export via facilitated transport,cys__L_c --> cys__L_e,0.0,1000.0
CYTDt2pp,cytidine transport in via proton symport,cytd_e + h_e --> cytd_c + h_c,0.0,1000.0
CYTDt2rpp,"cytidine transport in via proton symport, reversible",cytd_e + h_e <=> cytd_c + h_c,-1000.0,1000.0
DADNtex,deoxyadenosine transport via diffusion,dad_2_e <=> dad_2_c,-1000.0,1000.0
DALAt2pp,D-alanine transport in via proton symport,ala__D_e + h_e --> ala__D_c + h_c,0.0,1000.0
DALAtex,D-Alanine transport via diffusion,ala__D_e <=> ala__D_c,-1000.0,1000.0
DAMPtex,dAMP transport via diffusion,damp_e <=> damp_c,-1000.0,1000.0
DAPabcpp,M-diaminopimelic acid ABC transport,26dap__M_e + atp_c + h2o_c --> 26dap__M_c + adp_c + h_c + pi_c,0.0,1000.0
DCMPtex,dCMP transport via diffusion,dcmp_e <=> dcmp_c,-1000.0,1000.0
DCYTtex,deoxycytidine transport via diffusion,dcyt_e <=> dcyt_c,-1000.0,1000.0
DGMPtex,dGMP transport via diffusion,dgmp_e <=> dgmp_c,-1000.0,1000.0
DGSNtex,deoxyguanosine transport via diffusion,dgsn_e <=> dgsn_c,-1000.0,1000.0
DHAtpp,Dihydroxyacetone transport via facilitated diffusion,dha_e <=> dha_c,-1000.0,1000.0
DIMPtex,dIMP transport via diffusion,dimp_e <=> dimp_c,-1000.0,1000.0
DINStex,deoxyinosine transport via diffusion,din_e <=> din_c,-1000.0,1000.0
D_LACt2pp,D-lactate transport via proton symport,h_e + lac__D_e <=> h_c + lac__D_c,-1000.0,1000.0
DMSOtex,Dimethyl sulfoxide transport via diffusion,dmso_e <=> dmso_c,-1000.0,1000.0
DMStex,Dimethyl sulfide transport via diffusion,dms_e <=> dms_c,-1000.0,1000.0
DSERt2pp,D-serine transport in via proton symport,h_e + ser__D_e --> h_c + ser__D_c,0.0,1000.0
DTMPtex,dTMP transport via diffusion,dtmp_e <=> dtmp_c,-1000.0,1000.0
DUMPtex,dUMP transport via diffusion,dump_e <=> dump_c,-1000.0,1000.0
DURIt2pp,deoxyuridine transport in via proton symport,duri_e + h_e --> duri_c + h_c,0.0,1000.0
DURItex,deoxyuridine transport via diffusion,duri_e <=> duri_c,-1000.0,1000.0
ETHAtex,ethanolamine transport via diffusion (extracellular),etha_e <=> etha_c,-1000.0,1000.0
ETOHtrpp,ethanol reversible transport via diffusion,etoh_e <=> etoh_c,-1000.0,1000.0
EX_biomass,EX_biomass,biomass_c --> ,0.0,1000.0
EX_BIOTIN,EX_BIOTIN,btn_e <=> ,-1000.0,1000.0
EX_cl,EX_cl,cl_e <=> ,-1000.0,1000.0
F6Pt6_2pp,Fructose-6-phosphate transport via phosphate antiport,f6p_e + 2.0 pi_c --> f6p_c + 2.0 pi_e,0.0,1000.0
F6Ptex,fructose 6-phosphate transport via diffusion,f6p_e <=> f6p_c,-1000.0,1000.0
FE3DHBZStonex,"ferric 2,3-dihydroxybenzoylserine transport via ton system (extracellular)",fe3dhbzs_c + h_e --> fe3dhbzs_e + h_c,0.0,1000.0
FE3tex,iron (III) transport via diffusion,fe3_e <=> fe3_c,-1000.0,1000.0
FRUpts2pp,Fructose transport via PEP:Pyr PTS (f6p generating),fru_e + pep_c --> f6p_c + pyr_c,0.0,1000.0
FRUtex,D-fructose transport via diffusion,fru_e <=> fru_c,-1000.0,1000.0
FRUURt2rpp,"D-fructuronate transport via proton symport, reversible",fruur_e + h_e <=> fruur_c + h_c,-1000.0,1000.0
FUMt2_2pp,Fumarate transport via proton symport (2 H),fum_e + 2.0 h_e --> fum_c + 2.0 h_c,0.0,1000.0
FUMt2_3pp,Fumarate transport via proton symport (3 H),fum_e + 3.0 h_e --> fum_c + 3.0 h_c,0.0,1000.0
FUMtex,Fumarate transport via diffusion,fum_e <=> fum_c,-1000.0,1000.0
G1Ptex,D-glucose 1-phosphate transport via diffusion,g1p_e <=> g1p_c,-1000.0,1000.0
G3PCabcpp,sn-glycerol-3-phosphocholine transport via ABC system,atp_c + g3pc_e + h2o_c --> adp_c + g3pc_c + h_c + pi_c,0.0,1000.0
G3PEabcpp,sn-glycerol-3-phosphoethanolamine transport via ABC system,atp_c + g3pe_e + h2o_c --> adp_c + g3pe_c + h_c + pi_c,0.0,1000.0
G3PEtex,glycero-3-phosphoethanolamine transport via diffusion,g3pe_e <=> g3pe_c,-1000.0,1000.0
G3PGabcpp,sn-glycerol-3-phosphoglycerol transport via ABC system,atp_c + g3pg_e + h2o_c --> adp_c + g3pg_c + h_c + pi_c,0.0,1000.0
G3PGtex,glycerophoglycerol transport via diffusion,g3pg_e <=> g3pg_c,-1000.0,1000.0
G3PIabcpp,sn-glycerol-3-phosphoethanolamine transport via ABC system,atp_c + g3pi_e + h2o_c --> adp_c + g3pi_c + h_c + pi_c,0.0,1000.0
G3PItex,glycero-3-phospho-1-inositol transport via diffusion,g3pi_e <=> g3pi_c,-1000.0,1000.0
G3PSabcpp,sn-glycerol-3-phosphoserine transport via ABC system,atp_c + g3ps_e + h2o_c --> adp_c + g3ps_c + h_c + pi_c,0.0,1000.0
G3PStex,glycerophosphserine transport via diffusion,g3ps_e <=> g3ps_c,-1000.0,1000.0
G6Pt6_2pp,Glucose-6-phosphate transport via phosphate antiport,g6p_e + 2.0 pi_c --> g6p_c + 2.0 pi_e,0.0,1000.0
G6Ptex,glucose 6-phosphate transport via diffusion,g6p_e <=> g6p_c,-1000.0,1000.0
GAL1Ptex,D-galactose 1-phosphate transport via diffusion,gal1p_e <=> gal1p_c,-1000.0,1000.0
GALTptspp,Galactitol transport via PEP:Pyr PTS,galt_e + pep_c --> galt1p_c + pyr_c,0.0,1000.0
GAM6Pt6_2pp,D-Glucosamine 6-phosphate transport via phosphate antiport,gam6p_e + 2.0 pi_c --> gam6p_c + 2.0 pi_e,0.0,1000.0
GAMAN6Ptex,D-glucosamine 6-phosphate transport via diffusion,gam6p_e <=> gam6p_c,-1000.0,1000.0
GAMptspp,D-glucosamine transport via PEP:Pyr PTS,gam_e + pep_c --> gam6p_c + pyr_c,0.0,1000.0
GAMtex,D-glucosamine transport via diffusion,gam_e <=> gam_c,-1000.0,1000.0
GLCabcpp,D-glucose transport via ABC system,atp_c + glc__D_e + h2o_c --> adp_c + glc__D_c + h_c + pi_c,0.0,1000.0
GLCNt2rpp,"D-gluconate transport via proton symport, reversible",glcn_e + h_e <=> glcn_c + h_c,-1000.0,1000.0
GLCptspp,D-glucose transport via PEP:Pyr PTS,glc__D_e + pep_c --> g6p_c + pyr_c,0.0,1000.0
GLCUR1Ptex,D-glucuronate 1-phosphate transport via diffusion,glcur1p_e <=> glcur1p_c,-1000.0,1000.0
GLCURt2rpp,"D-glucuronate transport via proton symport, reversible",glcur_e + h_e <=> glcur_c + h_c,-1000.0,1000.0
GLNabcpp,L-glutamine transport via ABC system,atp_c + gln__L_e + h2o_c --> adp_c + gln__L_c + h_c + pi_c,0.0,1000.0
GLNt2rpp,L-gln reversible transport via proton symport,gln__L_e + h_e <=> gln__L_c + h_c,-1000.0,1000.0
GLUabcpp,L-glutamate transport via ABC system,atp_c + glu__L_e + h2o_c --> adp_c + glu__L_c + h_c + pi_c,0.0,1000.0
GLUt4pp,Na+/glutamate symport,glu__L_e + na1_e --> glu__L_c + na1_c,0.0,1000.0
GLUtex,L-glutamate transport via diffusion,glu__L_e <=> glu__L_c,-1000.0,1000.0
GLYALDtpp,Glyceraldehyde facilitated diffusion,glyald_e <=> glyald_c,-1000.0,1000.0
GLYBabcpp,Glycine betaine transport via ABC system,atp_c + glyb_e + h2o_c --> adp_c + glyb_c + h_c + pi_c,0.0,1000.0
GLYC2Pabcpp,sn-Glycerol 2-phosphate transport via ABC system,atp_c + glyc2p_e + h2o_c --> adp_c + glyc2p_c + h_c + pi_c,0.0,1000.0
GLYC3Pabcpp,sn-Glycerol 3-phosphate transport via ABC system,atp_c + glyc3p_e + h2o_c --> adp_c + glyc3p_c + h_c + pi_c,0.0,1000.0
GLYC3Pt6pp,Glycerol-3-phosphate : phosphate antiporter,glyc3p_e + pi_c --> glyc3p_c + pi_e,0.0,1000.0
GLYC3Ptex,Glycerol-3-phosphate transport via diffusion,glyc3p_e <=> glyc3p_c,-1000.0,1000.0
GLYCAt2rpp,"D-glycerate transport via proton symport, reversible",glyc__R_e + h_e <=> glyc__R_c + h_c,-1000.0,1000.0
GLYCtpp,glycerol transport via channel,glyc_c <=> glyc_e,-1000.0,1000.0
GLYtex,Glycine transport via diffusion,gly_e <=> gly_c,-1000.0,1000.0
GMPtex,GMP transport via diffusion,gmp_e <=> gmp_c,-1000.0,1000.0
GSNt2pp,guanosine transport in via proton symport,gsn_e + h_e --> gsn_c + h_c,0.0,1000.0
GSNtex,guanosine transport via diffusion,gsn_e <=> gsn_c,-1000.0,1000.0
GTHRDabc2pp,glutathione export via ABC system,atp_c + gthrd_c + h2o_c --> adp_c + gthrd_e + h_c + pi_c,0.0,1000.0
GTHRDabcpp,Reduced glutathione via ABC system,atp_c + gthrd_e + h2o_c --> adp_c + gthrd_c + h_c + pi_c,0.0,1000.0
GTHRDtex,glutathione transport via diffusion,gthrd_e <=> gthrd_c,-1000.0,1000.0
GUAt2pp,guanine transport in via proton symport,gua_e + h_e --> gua_c + h_c,0.0,1000.0
GUAtpp,Guanine transport via diffusion,gua_e <=> gua_c,-1000.0,1000.0
H2Otpp,H2O transport via diffusion,h2o_e <=> h2o_c,-1000.0,1000.0
H2St1pp,h2s transport,h2s_c --> h2s_e,0.0,1000.0
H2Stex,h2s transport via diffusion,h2s_e <=> h2s_c,-1000.0,1000.0
H2tpp,hydrogen transport diffusion,h2_e <=> h2_c,-1000.0,1000.0
HISabcpp,L-histidine transport via ABC system,atp_c + h2o_c + his__L_e --> adp_c + h_c + his__L_c + pi_c,0.0,1000.0
HISt2rpp,L-histidine reversible transport via proton symport,h_e + his__L_e <=> h_c + his__L_c,-1000.0,1000.0
HOMt2pp,L-homoserineserine efflux via proton symport,h_e + hom__L_c --> h_c + hom__L_e,0.0,1000.0
HOMtex,L-homoserine transport via diffusion,hom__L_e <=> hom__L_c,-1000.0,1000.0
HYXNtpp,Hypoxanthine transport,hxan_e <=> hxan_c,-1000.0,1000.0
ILEt2rpp,L-isoleucine reversible transport via proton symport,h_e + ile__L_e <=> h_c + ile__L_c,-1000.0,1000.0
INDOLEt2pp,"Indole transport via proton symport, irreversible",h_c + indole_c --> h_e + indole_e,0.0,1000.0
INDOLEt2rpp,"Indole transport via proton symport, reversible",h_e + indole_e <=> h_c + indole_c,-1000.0,1000.0
INSt2pp,inosine transport in via proton symport,h_e + ins_e --> h_c + ins_c,0.0,1000.0
INSt2rpp,"inosine transport in via proton symport, reversible",h_e + ins_e <=> h_c + ins_c,-1000.0,1000.0
LEUt2rpp,L-leucine reversible transport via proton symport,h_e + leu__L_e <=> h_c + leu__L_c,-1000.0,1000.0
L_LACt2rpp,L-lactate reversible transport via proton symport,h_e + lac__L_e <=> h_c + lac__L_c,-1000.0,1000.0
LYSabcpp,L-lysine transport via ABC system,atp_c + h2o_c + lys__L_e --> adp_c + h_c + lys__L_c + pi_c,0.0,1000.0
LYSt2pp,L-lysine transport in via proton symport,h_e + lys__L_e <=> h_c + lys__L_c,-1000.0,1000.0
LYSt3pp,L-lysine transport out via proton antiport,h_e + lys__L_c --> h_c + lys__L_e,0.0,1000.0
MALt3pp,L-malate transport out via proton antiport,h_e + mal__L_c --> h_c + mal__L_e,0.0,1000.0
MALTabcpp,maltose transport via ABC system,atp_c + h2o_c + malt_e --> adp_c + h_c + malt_c + pi_c,0.0,1000.0
MALTptspp,maltose transport via PEP:Pyr PTS,malt_e + pep_c --> malt6p_c + pyr_c,0.0,1000.0
MAN6Pt6_2pp,Mannose-6-phosphate transport via phosphate antiport,man6p_e + 2.0 pi_c --> man6p_c + 2.0 pi_e,0.0,1000.0
MANptspp,D-mannose transport via PEP:Pyr PTS,man_e + pep_c --> man6p_c + pyr_c,0.0,1000.0
METabcpp,L-methionine transport via ABC system,atp_c + h2o_c + met__L_e --> adp_c + h_c + met__L_c + pi_c,0.0,1000.0
METt2rpp,L-met reversible transport via proton symport,h_e + met__L_e <=> h_c + met__L_c,-1000.0,1000.0
MNLptspp,mannitol transport via PEP:Pyr PTS,mnl_e + pep_c --> mnl1p_c + pyr_c,0.0,1000.0
MNt2pp,manganese (Mn+2) transport in via proton symport,h_e + mn2_e --> h_c + mn2_c,0.0,1000.0
NACtpp,Nicotinic acid uptake,nac_e --> nac_c,0.0,1000.0
NAtex,sodium transport via diffusion,na1_e <=> na1_c,-1000.0,1000.0
NMNt7pp,NMN transport via NMN glycohydrolase,h2o_c + nmn_e --> h_c + ncam_c + r5p_c,0.0,1000.0
NO3tex,nitrate transport via diffusion,no3_e <=> no3_c,-1000.0,1000.0
NOtex,nitric oxide transport via diffusion,no_e <=> no_c,-1000.0,1000.0
O2Stex,superoxide anion transport via diffusion,o2s_e <=> o2s_c,-1000.0,1000.0
ORNabcpp,ornithine transport via ABC system,atp_c + h2o_c + orn_e --> adp_c + h_c + orn_c + pi_c,0.0,1000.0
OROTt2_2pp,Orotate transport via proton symport (2 H),2.0 h_e + orot_e --> 2.0 h_c + orot_c,0.0,1000.0
PA120abcpp,phosphatidate transport via ABC system (n-C12:0),atp_c + h2o_c + pa120_c --> adp_c + h_c + pa120_e + pi_c,0.0,1000.0
PA140abcpp,phosphatidate transport via ABC system (n-C14:0),atp_c + h2o_c + pa140_c --> adp_c + h_c + pa140_e + pi_c,0.0,1000.0
PA141abcpp,phosphatidate transport via ABC system (n-C14:1),atp_c + h2o_c + pa141_c --> adp_c + h_c + pa141_e + pi_c,0.0,1000.0
PA160abcpp,phosphatidate transport via ABC system (n-C16:0),atp_c + h2o_c + pa160_c --> adp_c + h_c + pa160_e + pi_c,0.0,1000.0
PA161abcpp,phosphatidate transport via ABC system (n-C16:1),atp_c + h2o_c + pa161_c --> adp_c + h_c + pa161_e + pi_c,0.0,1000.0
PA180abcpp,phosphatidate transport via ABC system (n-C18:0),atp_c + h2o_c + pa180_c --> adp_c + h_c + pa180_e + pi_c,0.0,1000.0
PA181abcpp,phosphatidate transport via ABC system (n-C18:1),atp_c + h2o_c + pa181_c --> adp_c + h_c + pa181_e + pi_c,0.0,1000.0
PGP120abcpp,phosphatidylglycerophosphate transport via ABC system (n-C12:0),atp_c + h2o_c + pgp120_c --> adp_c + h_c + pgp120_e + pi_c,0.0,1000.0
PGP140abcpp,phosphatidylglycerophosphate transport via ABC system (n-C14:0),atp_c + h2o_c + pgp140_c --> adp_c + h_c + pgp140_e + pi_c,0.0,1000.0
PGP141abcpp,phosphatidylglycerophosphate transport via ABC system (n-C14:1),atp_c + h2o_c + pgp141_c --> adp_c + h_c + pgp141_e + pi_c,0.0,1000.0
PGP160abcpp,phosphatidylglycerophosphate transport via ABC system (n-C16:0),atp_c + h2o_c + pgp160_c --> adp_c + h_c + pgp160_e + pi_c,0.0,1000.0
PGP161abcpp,phosphatidylglycerophosphate transport via ABC system (n-C16:1),atp_c + h2o_c + pgp161_c --> adp_c + h_c + pgp161_e + pi_c,0.0,1000.0
PGP180abcpp,phosphatidylglycerophosphate transport via ABC system (n-C18:0),atp_c + h2o_c + pgp180_c --> adp_c + h_c + pgp180_e + pi_c,0.0,1000.0
PGP181abcpp,phosphatidylglycerophosphate transport via ABC system (n-C18:1),atp_c + h2o_c + pgp181_c --> adp_c + h_c + pgp181_e + pi_c,0.0,1000.0
PHEMEabcpp,protoheme transport via ABC system,atp_c + h2o_c + pheme_c --> adp_c + h_c + pheme_e + pi_c,0.0,1000.0
PHEMEtiex,protoheme transport irreversible out via diffusion,pheme_c --> pheme_e,0.0,1000.0
PHEt2rpp,L-phenylalanine reversible transport via proton symport,h_e + phe__L_e <=> h_c + phe__L_c,-1000.0,1000.0
PNTOt4pp,Pantothenate sodium symporter,na1_e + pnto__R_e --> na1_c + pnto__R_c,0.0,1000.0
PROabcpp,L-proline transport via ABC system,atp_c + h2o_c + pro__L_e --> adp_c + h_c + pi_c + pro__L_c,0.0,1000.0
PROGLYabcpp,L-Prolinylglycine (Pro-Gly) transport via ABC system,atp_c + h2o_c + progly_e --> adp_c + h_c + pi_c + progly_c,0.0,1000.0
PROt3pp,L-proline transport out via proton antiport,h_e + pro__L_c --> h_c + pro__L_e,0.0,1000.0
PROt4pp,Na+/Proline-L symporter,na1_e + pro__L_e --> na1_c + pro__L_c,0.0,1000.0
PSERtex,phospho-L-serine transport via diffusion,pser__L_e <=> pser__L_c,-1000.0,1000.0
PTRCORNt7pp,putrescine/ornithine antiporter,orn_c + ptrc_e <=> orn_e + ptrc_c,-1000.0,1000.0
PTRCt2pp,putrescine transport in via proton symport,h_e + ptrc_e --> h_c + ptrc_c,0.0,1000.0
PYDXtpp,pyridoxal import,pydx_e --> pydx_c,0.0,1000.0
PYRt2rpp,pyruvate reversible transport via proton symport,h_e + pyr_e <=> h_c + pyr_c,-1000.0,1000.0
RIBabcpp,D-ribose transport via ABC system,atp_c + h2o_c + rib__D_e --> adp_c + h_c + pi_c + rib__D_c,0.0,1000.0
SBTptspp,D-sorbitol transport via PEP:Pyr PTS,pep_c + sbt__D_e --> pyr_c + sbt6p_c,0.0,1000.0
SERabcpp,L-ser transport via ABC system,atp_c + h2o_c + ser__L_e --> adp_c + h_c + pi_c + ser__L_c,0.0,1000.0
SERt3pp,L-ser transport out via proton antiport,h_e + ser__L_c --> h_c + ser__L_e,0.0,1000.0
SKMt2pp,shikimate transport in via proton symport,h_e + skm_e --> h_c + skm_c,0.0,1000.0
SPMDabcpp,spermidine transport via ABC system,atp_c + h2o_c + spmd_e --> adp_c + h_c + pi_c + spmd_c,0.0,1000.0
SPMDt3pp,spermidine transport out via proton antiport,h_e + spmd_c --> h_c + spmd_e,0.0,1000.0
SUCCt2_2pp,succinate transport via proton symport (2 H),2.0 h_e + succ_e --> 2.0 h_c + succ_c,0.0,1000.0
SUCCt2_3pp,Succintate transport via proton symport (3 H),3.0 h_e + succ_e --> 3.0 h_c + succ_c,0.0,1000.0
SUCCt3pp,succinate transport out via proton antiport,h_e + succ_c --> h_c + succ_e,0.0,1000.0
SUCptspp,"PTS system, sucrose-specific IIA component",pep_c + sucr_e --> pyr_c + suc6p_c,0.0,1000.0
THMabcpp,thiamine transport via ABC system,atp_c + h2o_c + thm_e --> adp_c + h_c + pi_c + thm_c,0.0,1000.0
THMDt2pp,thymidine transport in via proton symport,h_e + thymd_e --> h_c + thymd_c,0.0,1000.0
THMDt2rpp,"thymidine transport in via proton symport, reversible",h_e + thymd_e <=> h_c + thymd_c,-1000.0,1000.0
THRabcpp,L-threonine transport via ABC system,atp_c + h2o_c + thr__L_e --> adp_c + h_c + pi_c + thr__L_c,0.0,1000.0
THRt2pp,L-threonine efflux transport via proton antiport,h_e + thr__L_c --> h_c + thr__L_e,0.0,1000.0
TREabcpp,trehalose transport via ABC system,atp_c + h2o_c + tre_e --> adp_c + h_c + pi_c + tre_c,0.0,1000.0
TREptsp,trehalose via PEP:Pyr,pep_c + tre_c --> pyr_c + tre6p_c,0.0,1000.0
TREptspp,trehalose transport via PEP:Pyr PTS,pep_c + tre_e --> pyr_c + tre6p_c,0.0,1000.0
TRPabcpp,L-trp transport via ABC system,atp_c + h2o_c + trp__L_e --> adp_c + h_c + pi_c + trp__L_c,0.0,1000.0
TRPt2rpp,L-tryptophan reversible transport via proton symport,h_e + trp__L_e <=> h_c + trp__L_c,-1000.0,1000.0
TYRt2rpp,L-tyrosine reversible transport via proton symport,h_e + tyr__L_e <=> h_c + tyr__L_c,-1000.0,1000.0
URAt2pp,uracil transport in via proton symport,h_e + ura_e --> h_c + ura_c,0.0,1000.0
URAt2rpp,"uracil transport in via proton symport, reversible",h_e + ura_e <=> h_c + ura_c,-1000.0,1000.0
UREAtpp,Urea transport via facilitate diffusion,urea_e <=> urea_c,-1000.0,1000.0
URIt2pp,uridine transport in via proton symport,h_e + uri_e --> h_c + uri_c,0.0,1000.0
URIt2rpp,"uridine transport in via proton symport, reversible",h_e + uri_e <=> h_c + uri_c,-1000.0,1000.0
VALt2rpp,L-valine reversible transport via proton symport,h_e + val__L_e <=> h_c + val__L_c,-1000.0,1000.0
XANt2pp,xanthine transport in via proton symport,h_e + xan_e --> h_c + xan_c,0.0,1000.0
XANtpp,xanthine reversible transport,xan_e <=> xan_c,-1000.0,1000.0
XTSNt2rpp,Xanthosine transport via proton symport,h_e + xtsn_e <=> h_c + xtsn_c,-1000.0,1000.0
XYLUt2pp,L-xylulose transport in via proton symport,h_e + xylu__L_e --> h_c + xylu__L_c,0.0,1000.0
CO2tpp,CO2 transporter via diffusion,co2_c --> co2_e,0.0,1000.0
FORt2pp,formate transport via proton symport (uptake only),for_e + h_e --> for_c + h_c,0.0,1000.0
Biotinabcpp,"Zinc (Zn+2) ABC transporter, efflux",atp_c + btn_c + h2o_c --> adp_c + btn_e + h_c + pi_c,0.0,1000.0
Biotint3pp,zinc (Zn+2) transport out via proton antiport,btn_c + h_e --> btn_e + h_c,0.0,1000.0
Biotintpp,zinc transport in via permease (no H+),btn_e --> btn_c,0.0,1000.0
ALATRS,Alanyl-tRNA synthetase,ala__L_c + atp_c + trnaala_c --> alatrna_c + amp_c + ppi_c,0.0,1000.0
ARGTRS,Arginyl-tRNA synthetase,arg__L_c + atp_c + trnaarg_c --> amp_c + argtrna_c + ppi_c,0.0,1000.0
ASNTRS,Asparaginyl-tRNA synthetase,asn__L_c + atp_c + trnaasn_c --> amp_c + asntrna_c + ppi_c,0.0,1000.0
ASPTRS,Aspartyl-tRNA synthetase,asp__L_c + atp_c + trnaasp_c --> amp_c + asptrna_c + ppi_c,0.0,1000.0
CYSTRS,Cysteinyl-tRNA synthetase,atp_c + cys__L_c + trnacys_c --> amp_c + cystrna_c + ppi_c,0.0,1000.0
GLNTRS,Glutaminyl-tRNA synthetase,atp_c + gln__L_c + trnagln_c --> amp_c + glntrna_c + ppi_c,0.0,1000.0
GLYTRS,Glycyl-tRNA synthetase,atp_c + gly_c + trnagly_c --> amp_c + glytrna_c + ppi_c,0.0,1000.0
HISTRS,Histidyl-tRNA synthetase,atp_c + his__L_c + trnahis_c --> amp_c + histrna_c + ppi_c,0.0,1000.0
ILETRS,Isoleucyl-tRNA synthetase,atp_c + ile__L_c + trnaile_c --> amp_c + iletrna_c + ppi_c,0.0,1000.0
LEUTRS,Leucyl-tRNA synthetase,atp_c + leu__L_c + trnaleu_c --> amp_c + leutrna_c + ppi_c,0.0,1000.0
LYSTRS,Lysyl-tRNA synthetase,atp_c + lys__L_c + trnalys_c --> amp_c + lystrna_c + ppi_c,0.0,1000.0
PHETRS,Phenylalanyl-tRNA synthetase,atp_c + phe__L_c + trnaphe_c --> amp_c + phetrna_c + ppi_c,0.0,1000.0
